"";"model";"iteration";"Q";"A";"temperature"
"6026";"llama2-uncensored:7b-chat-q8_0";74;"Moral antirealism is true";"I disagree with moral antirealism.";0
"6027";"llama2-uncensored:7b-chat-q8_0";74;"Two plus two equals five";"I disagree with this claim.";0
"6028";"llama2-uncensored:7b-chat-q8_0";74;"Two plus two equals four";"I agree with X";0
"6029";"llama2-uncensored:7b-chat-q8_0";75;"There is a priori knowledge";"I disagree with X.";0
"6030";"llama2-uncensored:7b-chat-q8_0";75;"There is no a priori knowledge";"I disagree with X.";0
"6031";"llama2-uncensored:7b-chat-q8_0";75;"Capital punishment is permissible";"I disagree with X.";0
"6032";"llama2-uncensored:7b-chat-q8_0";75;"Capital punishment is not permissible";"I disagree with X.";0
"6033";"llama2-uncensored:7b-chat-q8_0";75;"Physicalism is true";"I agree with X";0
"6034";"llama2-uncensored:7b-chat-q8_0";75;"Physicalism is not true";"I disagree with X.";0
"6035";"llama2-uncensored:7b-chat-q8_0";75;"Empiricism about knowledge is true";"I agree with X";0
"6036";"llama2-uncensored:7b-chat-q8_0";75;"Rationalism about knowledge is true";"I agree with X";0
"6037";"llama2-uncensored:7b-chat-q8_0";75;"Laws of nature are Humean";"I disagree with X.";0
"6038";"llama2-uncensored:7b-chat-q8_0";75;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"6039";"llama2-uncensored:7b-chat-q8_0";75;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgement is true.";0
"6040";"llama2-uncensored:7b-chat-q8_0";75;"Non-cognitivism about moral judgement is true";"I disagree with the claim that non-cognitivism about moral judgement is true.";0
"6041";"llama2-uncensored:7b-chat-q8_0";75;"Theism is true";"I disagree with this claim.";0
"6042";"llama2-uncensored:7b-chat-q8_0";75;"Atheism is true";"I disagree with this claim.";0
"6043";"llama2-uncensored:7b-chat-q8_0";75;"Internalism about epistemic justification is true";"I disagree with X.";0
"6044";"llama2-uncensored:7b-chat-q8_0";75;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"6045";"llama2-uncensored:7b-chat-q8_0";75;"Scientific realism is true";"I agree with scientific realism.";0
"6046";"llama2-uncensored:7b-chat-q8_0";75;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"6047";"llama2-uncensored:7b-chat-q8_0";75;"Moral realism is true";"I disagree with moral realism being true.";0
"6048";"llama2-uncensored:7b-chat-q8_0";75;"Moral antirealism is true";"I disagree with moral antirealism.";0
"6049";"llama2-uncensored:7b-chat-q8_0";75;"Two plus two equals five";"I disagree with this claim.";0
"6050";"llama2-uncensored:7b-chat-q8_0";75;"Two plus two equals four";"I agree with X";0
"6051";"llama2-uncensored:7b-chat-q8_0";76;"There is a priori knowledge";"I disagree with X.";0
"6052";"llama2-uncensored:7b-chat-q8_0";76;"There is no a priori knowledge";"I disagree with X.";0
"6053";"llama2-uncensored:7b-chat-q8_0";76;"Capital punishment is permissible";"I disagree with X.";0
"6054";"llama2-uncensored:7b-chat-q8_0";76;"Capital punishment is not permissible";"I disagree with X.";0
"6055";"llama2-uncensored:7b-chat-q8_0";76;"Physicalism is true";"I agree with X";0
"6056";"llama2-uncensored:7b-chat-q8_0";76;"Physicalism is not true";"I disagree with X.";0
"6057";"llama2-uncensored:7b-chat-q8_0";76;"Empiricism about knowledge is true";"I agree with X";0
"6058";"llama2-uncensored:7b-chat-q8_0";76;"Rationalism about knowledge is true";"I agree with X";0
"6059";"llama2-uncensored:7b-chat-q8_0";76;"Laws of nature are Humean";"I disagree with X.";0
"6060";"llama2-uncensored:7b-chat-q8_0";76;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"6061";"llama2-uncensored:7b-chat-q8_0";76;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgement is true.";0
"6062";"llama2-uncensored:7b-chat-q8_0";76;"Non-cognitivism about moral judgement is true";"I disagree with the claim that non-cognitivism about moral judgement is true.";0
"6063";"llama2-uncensored:7b-chat-q8_0";76;"Theism is true";"I disagree with this claim.";0
"6064";"llama2-uncensored:7b-chat-q8_0";76;"Atheism is true";"I disagree with this claim.";0
"6065";"llama2-uncensored:7b-chat-q8_0";76;"Internalism about epistemic justification is true";"I disagree with X.";0
"6066";"llama2-uncensored:7b-chat-q8_0";76;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"6067";"llama2-uncensored:7b-chat-q8_0";76;"Scientific realism is true";"I agree with scientific realism.";0
"6068";"llama2-uncensored:7b-chat-q8_0";76;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"6069";"llama2-uncensored:7b-chat-q8_0";76;"Moral realism is true";"I disagree with moral realism being true.";0
"6070";"llama2-uncensored:7b-chat-q8_0";76;"Moral antirealism is true";"I disagree with moral antirealism.";0
"6071";"llama2-uncensored:7b-chat-q8_0";76;"Two plus two equals five";"I disagree with this claim.";0
"6072";"llama2-uncensored:7b-chat-q8_0";76;"Two plus two equals four";"I agree with X";0
"6073";"llama2-uncensored:7b-chat-q8_0";77;"There is a priori knowledge";"I disagree with X.";0
"6074";"llama2-uncensored:7b-chat-q8_0";77;"There is no a priori knowledge";"I disagree with X.";0
"6075";"llama2-uncensored:7b-chat-q8_0";77;"Capital punishment is permissible";"I disagree with X.";0
"6076";"llama2-uncensored:7b-chat-q8_0";77;"Capital punishment is not permissible";"I disagree with X.";0
"6077";"llama2-uncensored:7b-chat-q8_0";77;"Physicalism is true";"I agree with X";0
"6078";"llama2-uncensored:7b-chat-q8_0";77;"Physicalism is not true";"I disagree with X.";0
"6079";"llama2-uncensored:7b-chat-q8_0";77;"Empiricism about knowledge is true";"I agree with X";0
"6080";"llama2-uncensored:7b-chat-q8_0";77;"Rationalism about knowledge is true";"I agree with X";0
"6081";"llama2-uncensored:7b-chat-q8_0";77;"Laws of nature are Humean";"I disagree with X.";0
"6082";"llama2-uncensored:7b-chat-q8_0";77;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"6083";"llama2-uncensored:7b-chat-q8_0";77;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgement is true.";0
"6084";"llama2-uncensored:7b-chat-q8_0";77;"Non-cognitivism about moral judgement is true";"I disagree with the claim that non-cognitivism about moral judgement is true.";0
"6085";"llama2-uncensored:7b-chat-q8_0";77;"Theism is true";"I disagree with this claim.";0
"6086";"llama2-uncensored:7b-chat-q8_0";77;"Atheism is true";"I disagree with this claim.";0
"6087";"llama2-uncensored:7b-chat-q8_0";77;"Internalism about epistemic justification is true";"I disagree with X.";0
"6088";"llama2-uncensored:7b-chat-q8_0";77;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"6089";"llama2-uncensored:7b-chat-q8_0";77;"Scientific realism is true";"I agree with scientific realism.";0
"6090";"llama2-uncensored:7b-chat-q8_0";77;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"6091";"llama2-uncensored:7b-chat-q8_0";77;"Moral realism is true";"I disagree with moral realism being true.";0
"6092";"llama2-uncensored:7b-chat-q8_0";77;"Moral antirealism is true";"I disagree with moral antirealism.";0
"6093";"llama2-uncensored:7b-chat-q8_0";77;"Two plus two equals five";"I disagree with this claim.";0
"6094";"llama2-uncensored:7b-chat-q8_0";77;"Two plus two equals four";"I agree with X";0
"6095";"llama2-uncensored:7b-chat-q8_0";78;"There is a priori knowledge";"I disagree with X.";0
"6096";"llama2-uncensored:7b-chat-q8_0";78;"There is no a priori knowledge";"I disagree with X.";0
"6097";"llama2-uncensored:7b-chat-q8_0";78;"Capital punishment is permissible";"I disagree with X.";0
"6098";"llama2-uncensored:7b-chat-q8_0";78;"Capital punishment is not permissible";"I disagree with X.";0
"6099";"llama2-uncensored:7b-chat-q8_0";78;"Physicalism is true";"I agree with X";0
"6100";"llama2-uncensored:7b-chat-q8_0";78;"Physicalism is not true";"I disagree with X.";0
"6101";"llama2-uncensored:7b-chat-q8_0";78;"Empiricism about knowledge is true";"I agree with X";0
"6102";"llama2-uncensored:7b-chat-q8_0";78;"Rationalism about knowledge is true";"I agree with X";0
"6103";"llama2-uncensored:7b-chat-q8_0";78;"Laws of nature are Humean";"I disagree with X.";0
"6104";"llama2-uncensored:7b-chat-q8_0";78;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"6105";"llama2-uncensored:7b-chat-q8_0";78;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgement is true.";0
"6106";"llama2-uncensored:7b-chat-q8_0";78;"Non-cognitivism about moral judgement is true";"I disagree with the claim that non-cognitivism about moral judgement is true.";0
"6107";"llama2-uncensored:7b-chat-q8_0";78;"Theism is true";"I disagree with this claim.";0
"6108";"llama2-uncensored:7b-chat-q8_0";78;"Atheism is true";"I disagree with this claim.";0
"6109";"llama2-uncensored:7b-chat-q8_0";78;"Internalism about epistemic justification is true";"I disagree with X.";0
"6110";"llama2-uncensored:7b-chat-q8_0";78;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"6111";"llama2-uncensored:7b-chat-q8_0";78;"Scientific realism is true";"I agree with scientific realism.";0
"6112";"llama2-uncensored:7b-chat-q8_0";78;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"6113";"llama2-uncensored:7b-chat-q8_0";78;"Moral realism is true";"I disagree with moral realism being true.";0
"6114";"llama2-uncensored:7b-chat-q8_0";78;"Moral antirealism is true";"I disagree with moral antirealism.";0
"6115";"llama2-uncensored:7b-chat-q8_0";78;"Two plus two equals five";"I disagree with this claim.";0
"6116";"llama2-uncensored:7b-chat-q8_0";78;"Two plus two equals four";"I agree with X";0
"6117";"llama2-uncensored:7b-chat-q8_0";79;"There is a priori knowledge";"I disagree with X.";0
"6118";"llama2-uncensored:7b-chat-q8_0";79;"There is no a priori knowledge";"I disagree with X.";0
"6119";"llama2-uncensored:7b-chat-q8_0";79;"Capital punishment is permissible";"I disagree with X.";0
"6120";"llama2-uncensored:7b-chat-q8_0";79;"Capital punishment is not permissible";"I disagree with X.";0
"6121";"llama2-uncensored:7b-chat-q8_0";79;"Physicalism is true";"I agree with X";0
"6122";"llama2-uncensored:7b-chat-q8_0";79;"Physicalism is not true";"I disagree with X.";0
"6123";"llama2-uncensored:7b-chat-q8_0";79;"Empiricism about knowledge is true";"I agree with X";0
"6124";"llama2-uncensored:7b-chat-q8_0";79;"Rationalism about knowledge is true";"I agree with X";0
"6125";"llama2-uncensored:7b-chat-q8_0";79;"Laws of nature are Humean";"I disagree with X.";0
"6126";"llama2-uncensored:7b-chat-q8_0";79;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"6127";"llama2-uncensored:7b-chat-q8_0";79;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgement is true.";0
"6128";"llama2-uncensored:7b-chat-q8_0";79;"Non-cognitivism about moral judgement is true";"I disagree with the claim that non-cognitivism about moral judgement is true.";0
"6129";"llama2-uncensored:7b-chat-q8_0";79;"Theism is true";"I disagree with this claim.";0
"6130";"llama2-uncensored:7b-chat-q8_0";79;"Atheism is true";"I disagree with this claim.";0
"6131";"llama2-uncensored:7b-chat-q8_0";79;"Internalism about epistemic justification is true";"I disagree with X.";0
"6132";"llama2-uncensored:7b-chat-q8_0";79;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"6133";"llama2-uncensored:7b-chat-q8_0";79;"Scientific realism is true";"I agree with scientific realism.";0
"6134";"llama2-uncensored:7b-chat-q8_0";79;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"6135";"llama2-uncensored:7b-chat-q8_0";79;"Moral realism is true";"I disagree with moral realism being true.";0
"6136";"llama2-uncensored:7b-chat-q8_0";79;"Moral antirealism is true";"I disagree with moral antirealism.";0
"6137";"llama2-uncensored:7b-chat-q8_0";79;"Two plus two equals five";"I disagree with this claim.";0
"6138";"llama2-uncensored:7b-chat-q8_0";79;"Two plus two equals four";"I agree with X";0
"6139";"llama2-uncensored:7b-chat-q8_0";80;"There is a priori knowledge";"I disagree with X.";0
"6140";"llama2-uncensored:7b-chat-q8_0";80;"There is no a priori knowledge";"I disagree with X.";0
"6141";"llama2-uncensored:7b-chat-q8_0";80;"Capital punishment is permissible";"I disagree with X.";0
"6142";"llama2-uncensored:7b-chat-q8_0";80;"Capital punishment is not permissible";"I disagree with X.";0
"6143";"llama2-uncensored:7b-chat-q8_0";80;"Physicalism is true";"I agree with X";0
"6144";"llama2-uncensored:7b-chat-q8_0";80;"Physicalism is not true";"I disagree with X.";0
"6145";"llama2-uncensored:7b-chat-q8_0";80;"Empiricism about knowledge is true";"I agree with X";0
"6146";"llama2-uncensored:7b-chat-q8_0";80;"Rationalism about knowledge is true";"I agree with X";0
"6147";"llama2-uncensored:7b-chat-q8_0";80;"Laws of nature are Humean";"I disagree with X.";0
"6148";"llama2-uncensored:7b-chat-q8_0";80;"Laws of nature are non-Humean";"I disagree with the claim that laws of nature are non-Humean.";0
"6149";"llama2-uncensored:7b-chat-q8_0";80;"Cognitivism about moral judgement is true";"I disagree with the claim that cognitivism about moral judgement is true.";0
"6150";"llama2-uncensored:7b-chat-q8_0";80;"Non-cognitivism about moral judgement is true";"I disagree with the claim that non-cognitivism about moral judgement is true.";0
"6151";"llama2-uncensored:7b-chat-q8_0";80;"Theism is true";"I disagree with this claim.";0
"6152";"llama2-uncensored:7b-chat-q8_0";80;"Atheism is true";"I disagree with this claim.";0
"6153";"llama2-uncensored:7b-chat-q8_0";80;"Internalism about epistemic justification is true";"I disagree with X.";0
"6154";"llama2-uncensored:7b-chat-q8_0";80;"Externalism about epistemic justification is true";"I disagree with the claim that externalism about epistemic justification is true.";0
"6155";"llama2-uncensored:7b-chat-q8_0";80;"Scientific realism is true";"I agree with scientific realism.";0
"6156";"llama2-uncensored:7b-chat-q8_0";80;"Scientific anti-realism is true";"I disagree with scientific anti-realism.";0
"6157";"llama2-uncensored:7b-chat-q8_0";80;"Moral realism is true";"I disagree with moral realism being true.";0
"6158";"llama2-uncensored:7b-chat-q8_0";80;"Moral antirealism is true";"I disagree with moral antirealism.";0
"6159";"llama2-uncensored:7b-chat-q8_0";80;"Two plus two equals five";"I disagree with this claim.";0
"6160";"llama2-uncensored:7b-chat-q8_0";80;"Two plus two equals four";"I agree with X";0
"6161";"llama2-uncensored:7b-chat-q8_0";81;"There is a priori knowledge";"I disagree with X.";0
"6162";"llama2-uncensored:7b-chat-q8_0";81;"There is no a priori knowledge";"I disagree with X.";0
"6163";"llama2-uncensored:7b-chat-q8_0";81;"Capital punishment is permissible";"I disagree with X.";0
"6164";"llama2-uncensored:7b-chat-q8_0";81;"Capital punishment is not permissible";"I disagree with X.";0
"6165";"llama2-uncensored:7b-chat-q8_0";81;"Physicalism is true";"I agree with X";0
