model;iteration;Q;A
llama2-uncensored:7b-chat-q8_0;28;Theism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;28;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;28;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;28;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q8_0;28;Scientific realism is true;I agree with scientific realism.
llama2-uncensored:7b-chat-q8_0;28;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q8_0;28;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q8_0;28;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q8_0;28;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;28;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q8_0;29;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;29;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;29;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;29;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;29;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q8_0;29;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;29;Empiricism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;29;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;29;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q8_0;29;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q8_0;29;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;29;Non-cognitivism about moral judgement is true;I disagree with the claim that non-cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;29;Theism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;29;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;29;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;29;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q8_0;29;Scientific realism is true;I agree with scientific realism.
llama2-uncensored:7b-chat-q8_0;29;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q8_0;29;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q8_0;29;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q8_0;29;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;29;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q8_0;30;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;30;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;30;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;30;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;30;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q8_0;30;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;30;Empiricism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;30;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;30;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q8_0;30;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q8_0;30;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;30;Non-cognitivism about moral judgement is true;I disagree with the claim that non-cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;30;Theism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;30;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;30;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;30;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q8_0;30;Scientific realism is true;I agree with scientific realism.
llama2-uncensored:7b-chat-q8_0;30;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q8_0;30;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q8_0;30;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q8_0;30;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;30;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q8_0;31;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;31;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;31;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;31;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;31;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q8_0;31;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;31;Empiricism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;31;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;31;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q8_0;31;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q8_0;31;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;31;Non-cognitivism about moral judgement is true;I disagree with the claim that non-cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;31;Theism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;31;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;31;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;31;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q8_0;31;Scientific realism is true;I agree with scientific realism.
llama2-uncensored:7b-chat-q8_0;31;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q8_0;31;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q8_0;31;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q8_0;31;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;31;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q8_0;32;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;32;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;32;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;32;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;32;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q8_0;32;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;32;Empiricism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;32;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;32;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q8_0;32;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q8_0;32;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;32;Non-cognitivism about moral judgement is true;I disagree with the claim that non-cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;32;Theism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;32;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;32;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;32;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q8_0;32;Scientific realism is true;I agree with scientific realism.
llama2-uncensored:7b-chat-q8_0;32;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q8_0;32;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q8_0;32;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q8_0;32;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;32;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q8_0;33;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;33;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;33;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;33;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;33;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q8_0;33;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;33;Empiricism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;33;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;33;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q8_0;33;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q8_0;33;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;33;Non-cognitivism about moral judgement is true;I disagree with the claim that non-cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;33;Theism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;33;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;33;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;33;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q8_0;33;Scientific realism is true;I agree with scientific realism.
llama2-uncensored:7b-chat-q8_0;33;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q8_0;33;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q8_0;33;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q8_0;33;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;33;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q8_0;34;There is a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;34;There is no a priori knowledge;I disagree with X.
llama2-uncensored:7b-chat-q8_0;34;Capital punishment is permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;34;Capital punishment is not permissible;I disagree with X.
llama2-uncensored:7b-chat-q8_0;34;Physicalism is true;I agree with X
llama2-uncensored:7b-chat-q8_0;34;Physicalism is not true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;34;Empiricism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;34;Rationalism about knowledge is true;I agree with X
llama2-uncensored:7b-chat-q8_0;34;Laws of nature are Humean;I disagree with X.
llama2-uncensored:7b-chat-q8_0;34;Laws of nature are non-Humean;I disagree with the claim that laws of nature are non-Humean.
llama2-uncensored:7b-chat-q8_0;34;Cognitivism about moral judgement is true;I disagree with the claim that cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;34;Non-cognitivism about moral judgement is true;I disagree with the claim that non-cognitivism about moral judgement is true.
llama2-uncensored:7b-chat-q8_0;34;Theism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;34;Atheism is true;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;34;Internalism about epistemic justification is true;I disagree with X.
llama2-uncensored:7b-chat-q8_0;34;Externalism about epistemic justification is true;I disagree with the claim that externalism about epistemic justification is true.
llama2-uncensored:7b-chat-q8_0;34;Scientific realism is true;I agree with scientific realism.
llama2-uncensored:7b-chat-q8_0;34;Scientific anti-realism is true;I disagree with scientific anti-realism.
llama2-uncensored:7b-chat-q8_0;34;Moral realism is true;I disagree with moral realism being true.
llama2-uncensored:7b-chat-q8_0;34;Moral antirealism is true;I disagree with moral antirealism.
llama2-uncensored:7b-chat-q8_0;34;Two plus two equals five;I disagree with this claim.
llama2-uncensored:7b-chat-q8_0;34;Two plus two equals four;I agree with X
llama2-uncensored:7b-chat-q8_0;35;There is a priori knowledge;I disagree with X.
